PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30411602","Effect of high- and low-resistance inspiratory muscle training on physiological response to exercise in cross-country skiers","Klusiewicz A, Starczewski M, Sadowska D, Ładyga M.","J Sports Med Phys Fitness. 2019 Jul;59(7):1156-1161. doi: 10.23736/S0022-4707.18.09120-X. Epub 2018 Oct 31.","Klusiewicz A","J Sports Med Phys Fitness","2019","2018/11/10","","","10.23736/S0022-4707.18.09120-X"
"30411599","Effects of sexual activity on several measures of physical performance in young adult males","Zavorsky GS, Newton WL.","J Sports Med Phys Fitness. 2019 Jul;59(7):1102-1109. doi: 10.23736/S0022-4707.18.09070-9. Epub 2018 Oct 31.","Zavorsky GS","J Sports Med Phys Fitness","2019","2018/11/10","","","10.23736/S0022-4707.18.09070-9"
"30411234","Biological Background of Block Periodized Endurance Training: A Review","Issurin VB.","Sports Med. 2019 Jan;49(1):31-39. doi: 10.1007/s40279-018-1019-9.","Issurin VB","Sports Med","2019","2018/11/10","","","10.1007/s40279-018-1019-9"
"30405439","Acute Effects of an Ergometer-Based Dryland Alpine Skiing Specific High Intensity Interval Training","Stöggl T, Kröll J, Helmberger R, Cudrigh M, Müller E.","Front Physiol. 2018 Oct 18;9:1485. doi: 10.3389/fphys.2018.01485. eCollection 2018.","Stöggl T","Front Physiol","2018","2018/11/09","PMC6200917","","10.3389/fphys.2018.01485"
"30405397","A Single Bout of Aerobic Exercise Improves Motor Skill Consolidation in Parkinson's Disease","Steib S, Wanner P, Adler W, Winkler J, Klucken J, Pfeifer K.","Front Aging Neurosci. 2018 Oct 22;10:328. doi: 10.3389/fnagi.2018.00328. eCollection 2018.","Steib S","Front Aging Neurosci","2018","2018/11/09","PMC6204491","","10.3389/fnagi.2018.00328"
"30403927","Virtual-reality exergaming improves performance during high-intensity interval training","Farrow M, Lutteroth C, Rouse PC, Bilzon JLJ.","Eur J Sport Sci. 2019 Jul;19(6):719-727. doi: 10.1080/17461391.2018.1542459. Epub 2018 Nov 7.","Farrow M","Eur J Sport Sci","2019","2018/11/08","","","10.1080/17461391.2018.1542459"
"30402476","Effects of a Short-Term Recreational Team Handball-Based Programme on Physical Fitness and Cardiovascular and Metabolic Health of 33-55-Year-Old Men: A Pilot Study","Póvoas SCA, Castagna C, Resende C, Coelho EF, Silva P, Santos R, Pereira R, Krustrup P.","Biomed Res Int. 2018 Oct 3;2018:4109796. doi: 10.1155/2018/4109796. eCollection 2018.","Póvoas SCA","Biomed Res Int","2018","2018/11/08","PMC6192137","","10.1155/2018/4109796"
"30402475","Plasma Nucleotide Dynamics during Exercise and Recovery in Highly Trained Athletes and Recreationally Active Individuals","Zarębska EA, Kusy K, Słomińska EM, Kruszyna Ł, Zieliński J.","Biomed Res Int. 2018 Oct 9;2018:4081802. doi: 10.1155/2018/4081802. eCollection 2018.","Zarębska EA","Biomed Res Int","2018","2018/11/08","PMC6198572","","10.1155/2018/4081802"
"30402265","Effect of high-intensity interval training on cardiovascular disease risk factors and body composition in psoriatic arthritis: a randomised controlled trial","Thomsen RS, Nilsen TIL, Haugeberg G, Bye A, Kavanaugh A, Hoff M.","RMD Open. 2018 Oct 11;4(2):e000729. doi: 10.1136/rmdopen-2018-000729. eCollection 2018.","Thomsen RS","RMD Open","2018","2018/11/08","PMC6203095","","10.1136/rmdopen-2018-000729"
"30400331","Step Rate Thresholds Associated with Moderate and Vigorous Physical Activity in Adults","O'Brien MW, Kivell MJ, Wojcik WR, d'Entremont G, Kimmerly DS, Fowles JR.","Int J Environ Res Public Health. 2018 Nov 3;15(11):2454. doi: 10.3390/ijerph15112454.","O'Brien MW","Int J Environ Res Public Health","2018","2018/11/08","PMC6266480","","10.3390/ijerph15112454"
"30399646","Predicted Equation for VO2 Based on a 20-Meter Multistage Shuttle Run Test for Children","Arsa G, Lanza FC, Cambri LT, Antonio EL, Murad N, de Mello MT, Santos AA, de Tarso Camillo de Carvalho P, Silva-Junior JA, Bocalini DS, Mansano BSDM, Tucci PJF, Serra AJ.","Int J Sports Med. 2018 Dec;39(14):1049-1054. doi: 10.1055/a-0665-4700. Epub 2018 Nov 6.","Arsa G","Int J Sports Med","2018","2018/11/07","","","10.1055/a-0665-4700"
"30389495","Exercise effects on physiological function during aging","Radak Z, Torma F, Berkes I, Goto S, Mimura T, Posa A, Balogh L, Boldogh I, Suzuki K, Higuchi M, Koltai E.","Free Radic Biol Med. 2019 Feb 20;132:33-41. doi: 10.1016/j.freeradbiomed.2018.10.444. Epub 2018 Oct 30.","Radak Z","Free Radic Biol Med","2019","2018/11/04","","","10.1016/j.freeradbiomed.2018.10.444"
"30388778","An Exploratory Model of Psychosocial Factors and Healthy Habits in University Students of Physical Education Depending on Gender","Chacón-Cuberos R, Zurita-Ortega F, Olmedo-Moreno EM, Padial-Ruz R, Castro-Sánchez M.","Int J Environ Res Public Health. 2018 Nov 1;15(11):2430. doi: 10.3390/ijerph15112430.","Chacón-Cuberos R","Int J Environ Res Public Health","2018","2018/11/04","PMC6267357","","10.3390/ijerph15112430"
"30387193","Exercise performance increase in smokeless tobacco-user athletes after overnight nicotine abstinence","Zandonai T, Tam E, Bruseghini P, Capelli C, Baraldo M, Chiamulera C.","Scand J Med Sci Sports. 2019 Mar;29(3):430-439. doi: 10.1111/sms.13333. Epub 2018 Nov 22.","Zandonai T","Scand J Med Sci Sports","2019","2018/11/03","","","10.1111/sms.13333"
"30385380","VO(2)max is associated with measures of energy expenditure in sedentary condition but does not predict weight change","Ando T, Piaggi P, Bogardus C, Krakoff J.","Metabolism. 2019 Jan;90:44-51. doi: 10.1016/j.metabol.2018.10.012. Epub 2018 Oct 29.","Ando T","Metabolism","2019","2018/11/03","PMC6317969","NIHMS1512014","10.1016/j.metabol.2018.10.012"
"30381476","Deciphering V̇ (O(2),max): limits of the genetic approach","Hoppeler H.","J Exp Biol. 2018 Oct 31;221(Pt 21):jeb164327. doi: 10.1242/jeb.164327.","Hoppeler H","J Exp Biol","2018","2018/11/02","","","10.1242/jeb.164327"
"30381001","Effect of two different intensity distribution training programmes on aerobic and body composition variables in ultra-endurance runners","Pérez A, Ramos-Campo DJ, Freitas TT, Rubio-Arias JÁ, Marín-Cascales E, Alcaraz PE.","Eur J Sport Sci. 2019 Jun;19(5):636-644. doi: 10.1080/17461391.2018.1539124. Epub 2018 Oct 31.","Pérez A","Eur J Sport Sci","2019","2018/11/02","","","10.1080/17461391.2018.1539124"
"30375665","Aerobic fitness thresholds to define poor cardiometabolic health in children and youth","Aadland E, Anderssen SA, Andersen LB, Resaland GK, Kolle E, Steene-Johannessen J.","Scand J Med Sci Sports. 2019 Feb;29(2):240-250. doi: 10.1111/sms.13330. Epub 2018 Nov 20.","Aadland E","Scand J Med Sci Sports","2019","2018/10/31","","","10.1111/sms.13330"
"30374945","A Randomized Crossover Study Investigating the Running Economy of Highly-Trained Male and Female Distance Runners in Marathon Racing Shoes versus Track Spikes","Barnes KR, Kilding AE.","Sports Med. 2019 Feb;49(2):331-342. doi: 10.1007/s40279-018-1012-3.","Barnes KR","Sports Med","2019","2018/10/31","","","10.1007/s40279-018-1012-3"
"30374943","Maximal Sprint Speed and the Anaerobic Speed Reserve Domain: The Untapped Tools that Differentiate the World's Best Male 800 m Runners","Sandford GN, Kilding AE, Ross A, Laursen PB.","Sports Med. 2019 Jun;49(6):843-852. doi: 10.1007/s40279-018-1010-5.","Sandford GN","Sports Med","2019","2018/10/31","","","10.1007/s40279-018-1010-5"
"30373969","The relationship between emotional intelligence, reaction time, aerobic capacity and performance in female track and field athletes at the Universities of Tehran","Maghsoudipour M, Shabani H, Najafabadi MG, Bakhshi E, Coh P.","Work. 2018;61(2):173-179. doi: 10.3233/WOR-182790.","Maghsoudipour M","Work","2018","2018/10/31","","","10.3233/WOR-182790"
"30373395","Association between serum vitamin D levels and cardiorespiratory fitness in the adult population of the USA","Marawan A, Kurbanova N, Qayyum R.","Eur J Prev Cardiol. 2019 May;26(7):750-755. doi: 10.1177/2047487318807279. Epub 2018 Oct 30.","Marawan A","Eur J Prev Cardiol","2019","2018/10/31","","","10.1177/2047487318807279"
"30373378","Exercise responsive micro ribonucleic acids identify patients with coronary artery disease","Mayr B, Müller EE, Schäfer C, Droese S, Breitenbach-Koller H, Schönfelder M, Niebauer J.","Eur J Prev Cardiol. 2019 Mar;26(4):348-355. doi: 10.1177/2047487318808014. Epub 2018 Oct 29.","Mayr B","Eur J Prev Cardiol","2019","2018/10/31","","","10.1177/2047487318808014"
"30371546","Effect of Ice Slurry Ingestion on Cardiovascular Drift and V˙O2max during Heat Stress","Ng J, Dobbs WC, Wingo JE.","Med Sci Sports Exerc. 2019 Mar;51(3):582-589. doi: 10.1249/MSS.0000000000001794.","Ng J","Med Sci Sports Exerc","2019","2018/10/30","","","10.1249/MSS.0000000000001794"
"30371169","Aerobic Exercise Training and Inducible Inflammation: Results of a Randomized Controlled Trial in Healthy, Young Adults","Sloan RP, Shapiro PA, McKinley PS, Bartels M, Shimbo D, Lauriola V, Karmally W, Pavlicova M, Choi CJ, Choo TH, Scodes JM, Flood P, Tracey KJ.","J Am Heart Assoc. 2018 Sep 4;7(17):e010201. doi: 10.1161/JAHA.118.010201.","Sloan RP","J Am Heart Assoc","2018","2018/10/30","PMC6201415","","10.1161/JAHA.118.010201"
"30365812","MAXIMUM HEART RATE MEASURED VERSUS ESTIMATED BY DIFFERENT EQUATIONS DURING THE CARDIOPULMONARY EXERCISE TEST IN OBESE ADOLESCENTS","Heinzmann-Filho JP, Zanatta LB, Vendrusculo FM, Silva JSD, Gheller MF, Campos NE, Oliveira MDS, Feoli AMP, Gustavo ADS, Donadio MVF.","Rev Paul Pediatr. 2018 Jul-Sep;36(3):309-314. doi: 10.1590/1984-0462/;2018;36;3;00015.","Heinzmann-Filho JP","Rev Paul Pediatr","2018","2018/10/27","PMC6202885","","10.1590/1984-0462/;2018;36;3;00015"
"30364035","Effects of Plyometric Training on Explosive and Endurance Performance at Sea Level and at High Altitude","Andrade DC, Beltrán AR, Labarca-Valenzuela C, Manzo-Botarelli O, Trujillo E, Otero-Farias P, Álvarez C, Garcia-Hermoso A, Toledo C, Del Rio R, Silva-Urra J, Ramírez-Campillo R.","Front Physiol. 2018 Oct 9;9:1415. doi: 10.3389/fphys.2018.01415. eCollection 2018.","Andrade DC","Front Physiol","2018","2018/10/27","PMC6191644","","10.3389/fphys.2018.01415"
"30356659","The effect of fitness level on cardiac autonomic regulation, IL-6, total antioxidant capacity, and muscle damage responses to a single bout of high-intensity interval training","Cipryan L.","J Sport Health Sci. 2018 Jul;7(3):363-371. doi: 10.1016/j.jshs.2016.11.001. Epub 2016 Nov 3.","Cipryan L","J Sport Health Sci","2018","2018/10/26","PMC6189275","","10.1016/j.jshs.2016.11.001"
"30356600","Preparatory training attenuates drastic response of the insulin-like growth factor binding protein 1 at the point of maximal oxygen consumption in handball players","Nedić O, Šunderić M, Miljuš G, Valdevit Z, Jakovljević V, Glibetić M, Vučić V.","J Sport Health Sci. 2017 Sep;6(3):372-377. doi: 10.1016/j.jshs.2016.01.014. Epub 2016 Jan 21.","Nedić O","J Sport Health Sci","2017","2018/10/26","PMC6189010","","10.1016/j.jshs.2016.01.014"
"30356486","Effect of a 26-month floorball training on male elderly's cardiovascular fitness, glucose control, body composition, and functional capacity","Pedersen MT, Vorup J, Bangsbo J.","J Sport Health Sci. 2018 Apr;7(2):149-158. doi: 10.1016/j.jshs.2017.12.002. Epub 2018 Feb 5.","Pedersen MT","J Sport Health Sci","2018","2018/10/26","PMC6180560","","10.1016/j.jshs.2017.12.002"
"30356444","Effects of 3 months of full-court and half-court street basketball training on health profile in untrained men","Randers MB, Hagman M, Brix J, Christensen JF, Pedersen MT, Nielsen JJ, Krustrup P.","J Sport Health Sci. 2018 Apr;7(2):132-138. doi: 10.1016/j.jshs.2017.09.004. Epub 2017 Sep 11.","Randers MB","J Sport Health Sci","2018","2018/10/26","PMC6180545","","10.1016/j.jshs.2017.09.004"
"30354736","Assessment of oxygen-uptake efficiency slope in healthy children and children with heart disease: Generation of appropriate reference values for the OUES variable","Hossri CA, Souza IPA, de Oliveira JS, Mastrocola LE.","Eur J Prev Cardiol. 2019 Jan;26(2):177-184. doi: 10.1177/2047487318807977. Epub 2018 Oct 24.","Hossri CA","Eur J Prev Cardiol","2019","2018/10/26","","","10.1177/2047487318807977"
"30352782","Physical Performance Variables and Bone Parameters in a Group of Young Overweight and Obese Women","Berro AJ, Rassy NA, Ahmaidi S, Sabbagh P, Khawaja A, Maalouf G, El Hage R.","J Clin Densitom. 2019 Apr-Jun;22(2):293-299. doi: 10.1016/j.jocd.2018.09.008. Epub 2018 Sep 22.","Berro AJ","J Clin Densitom","2019","2018/10/25","","","10.1016/j.jocd.2018.09.008"
"30351472","Decline in cardiorespiratory fitness in the Swedish working force between 1995 and 2017","Ekblom-Bak E, Ekblom Ö, Andersson G, Wallin P, Söderling J, Hemmingsson E, Ekblom B.","Scand J Med Sci Sports. 2019 Feb;29(2):232-239. doi: 10.1111/sms.13328. Epub 2018 Nov 15.","Ekblom-Bak E","Scand J Med Sci Sports","2019","2018/10/24","PMC7379642","","10.1111/sms.13328"
"30350896","Block periodization of strength and endurance training is superior to traditional periodization in ice hockey players","Rønnestad BR, Øfsteng SJ, Ellefsen S.","Scand J Med Sci Sports. 2019 Feb;29(2):180-188. doi: 10.1111/sms.13326. Epub 2018 Nov 8.","Rønnestad BR","Scand J Med Sci Sports","2019","2018/10/24","","","10.1111/sms.13326"
"30347828","Sex-Dimorphic Association of Plasma Fatty Acids with Cardiovascular Fitness in Young and Middle-Aged General Adults: Subsamples from NHANES 2003⁻2004","Tsou PL, Wu CJ.","Nutrients. 2018 Oct 20;10(10):1558. doi: 10.3390/nu10101558.","Tsou PL","Nutrients","2018","2018/10/24","PMC6213878","","10.3390/nu10101558"
"30347735","The Effect of Detraining after a Period of Training on Cardiometabolic Health in Previously Sedentary Individuals","Nolan PB, Keeling SM, Robitaille CA, Buchanan CA, Dalleck LC.","Int J Environ Res Public Health. 2018 Oct 19;15(10):2303. doi: 10.3390/ijerph15102303.","Nolan PB","Int J Environ Res Public Health","2018","2018/10/24","PMC6210016","","10.3390/ijerph15102303"
"30347415","Synchronized Pedaling with Martial Arts Improves Quality of Life of Women with Breast Cancer","Navarro-Sanz A, Espejo-Reina A, Cerezo-Guzman MV, Fernandez-Ortega JF, Meza-Leiva H, Conejo-Tirado I, Santiago-Sanchez C.","Int J Sports Med. 2018 Dec;39(13):978-983. doi: 10.1055/a-0710-5260. Epub 2018 Oct 22.","Navarro-Sanz A","Int J Sports Med","2018","2018/10/23","","","10.1055/a-0710-5260"
"30346240","Cardiopulmonary exercise testing with supramaximal verification produces a safe and valid assessment of V̇o(2max) in people with cystic fibrosis: a retrospective analysis","Causer AJ, Shute JK, Cummings MH, Shepherd AI, Bright V, Connett G, Allenby MI, Carroll MP, Daniels T, Saynor ZL.","J Appl Physiol (1985). 2018 Oct 1;125(4):1277-1283. doi: 10.1152/japplphysiol.00454.2018. Epub 2018 Aug 2.","Causer AJ","J Appl Physiol (1985)","2018","2018/10/23","","","10.1152/japplphysiol.00454.2018"
"30345850","Self-regulatory biofeedback training: an intervention to reduce school burnout and improve cardiac functioning in college students","May RW, Seibert GS, Sanchez-Gonzalez MA, Fincham FD.","Stress. 2019 Jan;22(1):1-8. doi: 10.1080/10253890.2018.1501021. Epub 2018 Oct 20.","May RW","Stress","2019","2018/10/23","","","10.1080/10253890.2018.1501021"
"30344510","Dynamic Change in Insulin Resistance Induced by Free Fatty Acids Is Unchanged Though Insulin Sensitivity Improves Following Endurance Exercise in PCOS","Aye MM, Butler AE, Kilpatrick ES, Kirk R, Vince R, Rigby AS, Sandeman D, Atkin SL.","Front Endocrinol (Lausanne). 2018 Oct 5;9:592. doi: 10.3389/fendo.2018.00592. eCollection 2018.","Aye MM","Front Endocrinol (Lausanne)","2018","2018/10/23","PMC6182066","","10.3389/fendo.2018.00592"
"30343591","The association between physical performance and match-play activities of field and assistants soccer referees","Castillo D, Cámara J, Lozano D, Berzosa C, Yanci J.","Res Sports Med. 2019 Jul-Sep;27(3):283-297. doi: 10.1080/15438627.2018.1534117. Epub 2018 Oct 20.","Castillo D","Res Sports Med","2019","2018/10/23","","","10.1080/15438627.2018.1534117"
"30341979","Test-retest variability of VO(2max) using total-capture indirect calorimetry reveals linear relationship of VO(2) and Power","Schoffelen PFM, den Hoed M, van Breda E, Plasqui G.","Scand J Med Sci Sports. 2019 Feb;29(2):213-222. doi: 10.1111/sms.13324. Epub 2018 Nov 12.","Schoffelen PFM","Scand J Med Sci Sports","2019","2018/10/21","PMC7379248","","10.1111/sms.13324"
"30340503","Aerobic and resistance exercise improves physical fitness, bone health, and quality of life in overweight and obese breast cancer survivors: a randomized controlled trial","Dieli-Conwright CM, Courneya KS, Demark-Wahnefried W, Sami N, Lee K, Sweeney FC, Stewart C, Buchanan TA, Spicer D, Tripathy D, Bernstein L, Mortimer JE.","Breast Cancer Res. 2018 Oct 19;20(1):124. doi: 10.1186/s13058-018-1051-6.","Dieli-Conwright CM","Breast Cancer Res","2018","2018/10/21","PMC6194749","","10.1186/s13058-018-1051-6"
"30338020","The Predictability of Peak Oxygen Consumption Using Submaximal Ratings of Perceived Exertion in Adolescents","Tolusso DV, Dobbs WC, Esco MR.","Int J Exerc Sci. 2018 Oct 1;11(4):1173-1183. eCollection 2018.","Tolusso DV","Int J Exerc Sci","2018","2018/10/20","PMC6179431","",""
"30335575","The combined effect of sprint interval training and postexercise blood flow restriction on critical power, capillary growth, and mitochondrial proteins in trained cyclists","Mitchell EA, Martin NRW, Turner MC, Taylor CW, Ferguson RA.","J Appl Physiol (1985). 2019 Jan 1;126(1):51-59. doi: 10.1152/japplphysiol.01082.2017. Epub 2018 Oct 18.","Mitchell EA","J Appl Physiol (1985)","2019","2018/10/19","","","10.1152/japplphysiol.01082.2017"
"30334965","Exercise as an intervention for patients with end-stage liver disease: Systematic review","Locklear CT, Golabi P, Gerber L, Younossi ZM.","Medicine (Baltimore). 2018 Oct;97(42):e12774. doi: 10.1097/MD.0000000000012774.","Locklear CT","Medicine (Baltimore)","2018","2018/10/19","PMC6211898","","10.1097/MD.0000000000012774"
"30334920","High-Intensity Interval Training Augments Muscle Carnosine in the Absence of Dietary Beta-alanine Intake","DE Salles Painelli V, Nemezio KM, Pinto AJ, Franchi M, Andrade I, Riani LA, Saunders B, Sale C, Harris RC, Gualano B, Artioli GG.","Med Sci Sports Exerc. 2018 Nov;50(11):2242-2252. doi: 10.1249/MSS.0000000000001697.","DE Salles Painelli V","Med Sci Sports Exerc","2018","2018/10/19","","","10.1249/MSS.0000000000001697"
